"publisher","dagger","book_review_link","author","primary_isbn10","price","primary_isbn13","sunday_review_link","date","first_chapter_link","contributor","title","age_group","weeks_on_list"
"Random House",0,NA,"Lisa Gardner","553908111",0,"9.78055E+12",NA,"4/24/11",NA,"by Lisa Gardner","LOVE YOU MORE",NA,5
"Little, Brown",0,NA,"James Patterson and Maxine Paetro","316274046",0,"9.78032E+12",NA,"6/9/18",NA,"by James Patterson and Maxine Paetro","THE 17TH SUSPECT",NA,4
"Simon & Schuster",0,NA,"Mary Higgins Clark","1501171690",0,"9.7815E+12",NA,"5/13/18",NA,"by Mary Higgins Clark","I'VE GOT MY EYES ON YOU",NA,4
"Little, Brown",0,NA,"James Patterson and Marshall Karp","316395587",0,"9.78032E+12",NA,"5/6/18",NA,"by James Patterson and Marshall Karp","RED ALERT",NA,4
"Simon & Schuster",0,NA,"Mary Higgins Clark","1501131125",0,"9.7815E+12",NA,"4/22/18",NA,"by Mary Higgins Clark","ALL BY MYSELF, ALONE",NA,4
"Grand Central",0,NA,"Brad Meltzer","1455559512",0,"9.78146E+12",NA,"4/15/18",NA,"by Brad Meltzer","THE ESCAPE ARTIST",NA,4
"St. Martin's",0,NA,"Nora Roberts","None",0,"9.78125E+12",NA,"1/14/18",NA,"by Nora Roberts","YEAR ONE",NA,4
"Putnam",0,NA,"Marc Cameron","735215898",0,"9.78074E+12",NA,"1/7/18",NA,"by Marc Cameron","TOM CLANCY POWER AND EMPIRE",NA,4
"Putnam",0,NA,"John Sandford","698407113",0,"9.7807E+12",NA,"11/26/17",NA,"by John Sandford","DEEP FREEZE",NA,4
"Grand Central",0,NA,"Sandra Brown","1455572071",0,"9.78146E+12",NA,"11/12/17",NA,"by Sandra Brown","SEEING RED",NA,4
"Dutton",0,NA,"Harlan Coben","698411668",0,"9.7807E+12",NA,"11/5/17",NA,"by Harlan Coben","DON'T LET GO",NA,4
"Atria/Emily Bestler",0,NA,"Kyle Mills","1476783543",0,"9.78148E+12",NA,"10/15/17",NA,"by Kyle Mills","ENEMY OF THE STATE",NA,4
"Marian Wood/Putnam",0,NA,"Sue Grafton","399163859",0,"9.7804E+12",NA,"10/1/17",NA,"by Sue Grafton","Y IS FOR YESTERDAY",NA,4
"Pocket Books",0,NA,"Stephen King","None",0,"9.7815E+12",NA,"8/27/17",NA,"by Stephen King","THE GUNSLINGER",NA,4
"Harper",0,NA,"Daniel Silva","62354361",0,"9.78006E+12",NA,"8/20/17",NA,"by Daniel Silva","HOUSE OF SPIES",NA,4
"St. Martin's",0,NA,"J D Robb","1250123135",0,"9.78125E+12",NA,"8/20/17",NA,"by J. D. Robb","ECHOES IN DEATH",NA,4
"Atria/Emily Bestler",0,NA,"Brad Thor","1476789401",0,"9.78148E+12",NA,"8/6/17",NA,"by Brad Thor","USE OF FORCE",NA,4
"Harper",0,NA,"Michael Crichton","62473352",0,"9.78006E+12",NA,"7/2/17",NA,"by Michael Crichton","DRAGON TEETH",NA,4
"Morrow",0,NA,"Neil Gaiman","None",0,"9.78006E+12","https://www.nytimes.com/2001/07/29/books/books-in-brief-fiction-poetry-319619.html","6/11/17",NA,"by Neil Gaiman","AMERICAN GODS",NA,4
"Dutton",0,NA,"Lisa Gardner","698411439",0,"9.7807E+12",NA,"3/12/17",NA,"by Lisa Gardner","RIGHT BEHIND YOU",NA,4
"Putnam",0,NA,"John Sandford","None",0,"9.7807E+12",NA,"11/27/16",NA,"by John Sandford","ESCAPE CLAUSE",NA,4
"Little, Brown",0,NA,"James Patterson and Mark Sullivan","031629019X",0,"9.78032E+12",NA,"8/7/16",NA,"by James Patterson and Mark Sullivan","THE GAMES",NA,4
"St. Martin's",0,NA,"Mary Kay Andrews","1466872926",0,"9.78147E+12",NA,"6/26/16",NA,"by Mary Kay Andrews","THE WEEKENDERS",NA,4
"St. Martin's Griffin",0,NA,"Sylvia Day","1250109310",0,"9.78E+12",NA,"5/15/16",NA,"by Sylvia Day","ONE WITH YOU",NA,4
"Little, Brown",0,NA,"James Patterson and Mark Sullivan","316408999",0,"9.78E+12",NA,"4/24/16",NA,"by James Patterson and Mark Sullivan","PRIVATE PARIS",NA,4
"Berkley",0,NA,"Nora Roberts","425280101",0,"9.78E+12",NA,"12/13/15",NA,"by Nora Roberts","STARS OF FORTUNE",NA,4
"Mulholland/Little, Brown",0,NA,"Robert Galbraith","316349925",0,"9.78E+12","https://www.nytimes.com/2015/11/01/books/review/career-of-evil-by-jk-rowling-writing-as-robert-galbraith.html","11/29/15",NA,"by Robert Galbraith","CAREER OF EVIL",NA,4
"Grand Central",0,NA,"Sandra Brown","1455581178",0,"9.78E+12",NA,"9/27/15",NA,"by Sandra Brown","FRICTION",NA,4
"Little, Brown",0,NA,"James Patterson and Michael Ledwidge","316407186",0,"9.78E+12",NA,"9/13/15",NA,"by James Patterson and Michael Ledwidge","ALERT",NA,4
"Ballantine",0,NA,"Paula McLain","345534190",0,"9.78E+12",NA,"9/6/15",NA,"by Paula McLain","CIRCLING THE SUN",NA,4
"Random House Publishing",0,NA,"Janet Evanovich","034552778X",0,"9.78E+12",NA,"5/24/15",NA,"by Janet Evanovich","WICKED BUSINESS",NA,4
"Putnam",0,NA,"Mark Greaney","399173358",0,"9.78E+12",NA,"1/11/15",NA,"by Mark Greaney","TOM CLANCY FULL FORCE AND EFFECT",NA,4
"Penelope Ward",0,NA,"Penelope Ward","1942215037",0,"9.78E+12",NA,"11/9/14",NA,"by Penelope Ward","STEPBROTHER DEAREST",NA,4
"Putnam",0,NA,"Jan Karon","399167447",0,"9.78E+12",NA,"10/12/14",NA,"by Jan Karon","SOMEWHERE SAFE WITH SOMEBODY GOOD",NA,4
"Grand Central",0,NA,"James Patterson and Michael White","145552977X",0,"9.78E+12",NA,"10/12/14",NA,"by James Patterson and Michael White","PRIVATE DOWN UNDER",NA,4
"Viking",0,NA,"Deborah Harkness","698163478",0,"9.78E+12",NA,"8/31/14",NA,"by Deborah Harkness","THE BOOK OF LIFE",NA,4
"Ballantine",0,NA,"Jonathan Kellerman","345548418",0,"9.78E+12",NA,"3/23/14",NA,"by Jonathan Kellerman","KILLER",NA,4
"Little, Brown",0,NA,"James Patterson and Michael Ledwidge","031621101X",0,"9.78E+12",NA,"11/10/13",NA,"by James Patterson and Michael Ledwidge","GONE",NA,4
"Soho Press",0,NA,"Lene Kaaberbol","1569479828",0,"9.78E+12","https://www.nytimes.com/2011/11/20/books/review/sue-graftons-v-is-for-vengeance-and-other-crime-books.html","9/8/13",NA,"by Lene Kaaberbol","THE BOY IN THE SUITCASE",NA,4
"Laree Bailey",0,NA,"H M Ward","985547324",0,"9.78099E+12",NA,"5/19/13",NA,"by H. M. Ward","DAMAGED",NA,4
"Harlequin Mira",0,NA,"Ron Carr","None",0,"9.78146E+12",NA,"5/5/13",NA,"by Robyn Carr","THE WANDERER",NA,4
"Jasinda Wilder",0,NA,"Jasinda Wilder","None",0,"A00B00BUPMC8C",NA,"4/28/13",NA,"by Jasinda Wilder","FALLING INTO YOU",NA,4
"Grand Central Publishing",0,NA,"JA Redmerski","None",0,"9.78146E+12",NA,"4/14/13",NA,"by  J.A. Redmerski","THE EDGE OF NEVER",NA,4
"Penguin Group",0,NA,"Maya Banks",NA,0,"9.7811E+12",NA,"3/17/13",NA,"by Maya Banks","RUSH",NA,4
"Addison Moore",0,NA,"Addison Moore","1624300006",0,"9.78162E+12",NA,"2/10/13",NA,"by Addison Moore","SOMEONE TO LOVE",NA,4
"Jessica Sorensen",0,NA,"Jessica Sorensen","None",0,"A00B009LBO334",NA,"12/2/12",NA,"by Jessica Sorensen","THE SECRET OF ELLA AND MICHA",NA,4
"Penguin Group",0,NA,"Charlaine Harris","None",0,"9.7811E+12",NA,"6/10/12",NA,"by Charlaine Harris","DEADLOCKED",NA,4
"Penguin Group",0,NA,"Harlan Coben","None",0,"9.7811E+12",NA,"4/29/12",NA,"by Harlan Coben","STAY CLOSE",NA,4
"Barbara Freethy",0,NA,"Barbara Freethy","None",0,"A00B004T3RQQK",NA,"3/18/12",NA,"by Barbara Freethy","THE SWEETEST THING",NA,4
"Random House Publishing",0,NA,"Sophie Kinsella","440334861",0,"9.78044E+12",NA,"11/13/11",NA,"by Sophie Kinsella","CAN YOU KEEP A SECRET?",NA,4
"Mira",0,NA,"Debbie Macomber","778312518",0,"9.78078E+12",NA,"10/9/11",NA,"by Debbie Macomber","1105 YAKIMA STREET",NA,4
"HarperCollins",0,NA,"J A Jance","61758221",0,"9.78006E+12",NA,"9/11/11",NA,"by J. A. Jance","UNTIL PROVEN GUILTY",NA,4
"Simon & Schuster",0,NA,"Brad Thor","1416586768",0,"9.78142E+12",NA,"9/4/11",NA,"by Brad Thor","FULL BLACK",NA,4
"Little, Brown",0,NA,"James Patterson and Neil McMahon","316097373",0,"9.78032E+12",NA,"4/24/11",NA,"by James Patterson and Neil McMahon","TOYS",NA,4
"Random House",0,NA,"Lisa Gardner","553901133",0,"9.78055E+12",NA,"3/20/11",NA,"by Lisa Gardner","ALONE",NA,4
"Penguin Group",0,NA,"Tom Clancy with Grant Blackwood","None",0,"9.7811E+12",NA,"3/6/11",NA,"by Tom Clancy with Grant Blackwood","DEAD OR ALIVE",NA,4
"Penguin",0,NA,"Shari Lapena","525505318",0,"9.78053E+12",NA,"6/9/18",NA,"by Shari Lapena","THE COUPLE NEXT DOOR",NA,3
"St. Martin's",0,NA,"Mary Kay Andrews","1250126096",0,"9.78125E+12",NA,"6/9/18",NA,"by Mary Kay Andrews","THE HIGH TIDE CLUB",NA,3
"St. Martin's",0,NA,"Lisa Scottoline","1250099676",0,"9.78125E+12",NA,"5/13/18",NA,"by Lisa Scottoline","AFTER ANNA",NA,3
"Little, Brown",0,NA,"James Patterson and Candice Fox","316513229",0,"9.78032E+12",NA,"3/25/18",NA,"by James Patterson and Candice Fox","FIFTY FIFTY",NA,3
"Dutton",0,NA,"Lisa Gardner","1524742066",0,"9.78152E+12",NA,"3/11/18",NA,"by Lisa Gardner","LOOK FOR ME",NA,3
"St. Martin's",0,NA,"JD Robb","125016155X",0,"9.78125E+12",NA,"3/4/18",NA,"by J.D. Robb","DARK IN DEATH",NA,3
"Tor",0,NA,"Brandon Sanderson","076532637X",0,"9.78077E+12",NA,"12/17/17",NA,"by Brandon Sanderson","OATHBRINGER",NA,3
"Vintage",0,NA,"Jo Nesbo","525435921",0,"9.78053E+12",NA,"11/12/17",NA,"by Jo Nesbo","THE SNOWMAN",NA,3
"Scribner",0,"https://www.nytimes.com/2017/10/03/books/review/jennifer-egan-manhattan-beach.html","Jennifer Egan","1476716757",0,"9.78148E+12",NA,"11/5/17",NA,"by Jennifer Egan","MANHATTAN BEACH",NA,3
"Little, Brown",0,NA,"James Patterson and James O Born","031627397X",0,"9.78032E+12",NA,"10/22/17",NA,"by James Patterson and James O. Born","HAUNTED",NA,3
"Viking",0,NA,"John le Carré","735225117",0,"9.78074E+12",NA,"10/8/17",NA,"by John le Carré","A LEGACY OF SPIES",NA,3
"St. Martin's",0,NA,"JD Robb","None",0,"9.78125E+12",NA,"10/8/17",NA,"by J.D. Robb","SECRETS IN DEATH",NA,3
"Little, Brown",0,NA,"James Patterson and Richard DiLallo","316395455",0,"9.78032E+12",NA,"9/17/17",NA,"by James Patterson and Richard DiLallo","THE STORE",NA,3
"Scout",0,NA,"Ruth Ware","1501156004",0,"9.7815E+12",NA,"8/27/17",NA,"by Ruth Ware","THE LYING GAME",NA,3
"Putnam",0,NA,"Clive Cussler and Graham Brown","399184015",0,"9.7804E+12",NA,"7/2/17",NA,"by Clive Cussler and Graham Brown","NIGHTHAWK",NA,3
"Bantam",0,NA,"Janet Evanovich and Phoef Sutton","553392697",0,"9.78055E+12",NA,"6/18/17",NA,"by Janet Evanovich and Phoef Sutton","CURIOUS MINDS",NA,3
"Morrow/HarperCollins",0,NA,"Greg Iles","62311158",0,"9.78006E+12",NA,"4/23/17",NA,"by Greg Iles","MISSISSIPPI BLOOD",NA,3
"Zebra",0,NA,"Lisa Jackson","1420136070",0,"9.78142E+12",NA,"4/2/17",NA,"by Lisa Jackson","EXPECTING TO DIE",NA,3
"Washington Square",0,NA,"Fredrik Backman","1501115073",0,"9.7815E+12",NA,"3/12/17",NA,"by Fredrik Backman","MY GRANDMOTHER ASKED ME TO TELL YOU SHE'S SORRY",NA,3
"Ballantine",0,NA,"J P Delaney","425285057",0,"9.78043E+12",NA,"2/26/17",NA,"by J P Delaney","THE GIRL BEFORE",NA,3
"Delacorte",0,NA,"Danielle Steel","345531116",0,"9.78035E+12",NA,"2/5/17",NA,"by Danielle Steel","THE MISTRESS",NA,3
"Berkley",0,NA,"Nora Roberts","425280128",0,"9.78043E+12",NA,"1/8/17",NA,"by Nora Roberts","ISLAND OF GLASS",NA,3
"Grand Central",0,NA,"James Patterson and Kathryn Fox","1455568139",0,"9.78146E+12",NA,"11/6/16",NA,"by James Patterson and Kathryn Fox","MISSING",NA,3
"Viking",0,NA,"Tana French","None",0,"9.78074E+12",NA,"11/6/16",NA,"by Tana French","THE TRESPASSER",NA,3
"Little, Brown",0,NA,"James Patterson and Maxine Paetro","031627402X",0,"9.78032E+12",NA,"10/30/16",NA,"by James Patterson and Maxine Paetro","WOMAN OF GOD",NA,3
"Gallery Books",0,NA,"Catherine Coulter","1501150316",0,"9.7815E+12",NA,"9/11/16",NA,"by Catherine Coulter","INSIDIOUS",NA,3
"Delacorte",0,NA,"Danielle Steel","1101885572",0,"9.7811E+12",NA,"8/7/16",NA,"by Danielle Steel","MAGIC",NA,3
"Berkley",0,NA,"Nora Roberts","042528011X",0,"9.78043E+12",NA,"7/17/16",NA,"by Nora Roberts","BAY OF SIGHS",NA,3
"EverAfter Romance",0,NA,"Vi Keeland and Penelope Ward","1942215398",0,"9.78E+12",NA,"5/15/16",NA,"by Vi Keeland and Penelope Ward","STUCK-UP SUIT",NA,3
"Putnam",0,NA,"C J Box","None",0,"9.78E+12",NA,"4/10/16",NA,"by C. J. Box","OFF THE GRID",NA,3
"Putnam",0,NA,"Clive Cussler and Justin Scott","698406427",0,"9.78E+12",NA,"4/3/16",NA,"by Clive Cussler and Justin Scott","THE GANGSTER",NA,3
"Bantam",0,NA,"Dean Koontz","345545966",0,"9.78E+12",NA,"1/10/16",NA,"by Dean Koontz","ASHLEY BELL",NA,3
"Atria",0,NA,"Jennifer Weiner","1451617836",0,"9.78E+12",NA,"9/13/15",NA,"by Jennifer Weiner","WHO DO YOU LOVE",NA,3
"Putnam",0,NA,"Catherine Coulter","None",0,"9.78E+12",NA,"8/9/15",NA,"by Catherine Coulter","NEMESIS",NA,3
"Roc",0,NA,"Jim Butcher","None",0,"9.78E+12",NA,"6/29/14",NA,"by Jim Butcher","SKIN GAME",NA,3
"Bantam",0,NA,"Janet Evanovich and Lee Goldberg",NA,0,"9.78E+12",NA,"3/30/14",NA,"by Janet Evanovich and Lee Goldberg","THE CHASE",NA,3
"Helen Cooper",0,NA,"J S Cooper and Helen Cooper","None",0,"9.78E+12",NA,"3/9/14",NA,"by J. S. Cooper and Helen Cooper","THE EX GAMES",NA,3
"HarperCollins",0,NA,"Joyce Maynard","61957658",0,"9.78E+12",NA,"2/23/14",NA,"by Joyce Maynard","LABOR DAY",NA,3
"Ecco/HarperCollins",0,NA,"Amy Tan","62107313",0,"9.78E+12","https://www.nytimes.com/2013/11/10/books/review/amy-tans-valley-of-amazement.html","12/8/13",NA,"by Amy Tan","THE VALLEY OF AMAZEMENT",NA,3
"Gail McHugh",0,NA,"Gail McHugh","None",0,"A00B00DULA3B2",NA,"8/11/13",NA,"by Gail McHugh","PULSE",NA,3
"Putnam",0,NA,"Catherine Coulter","None",0,"9.78E+12",NA,"8/11/13",NA,"by Catherine Coulter","BOMBSHELL",NA,3
"Hard Case Crime",0,NA,"Stephen King","1781162646",0,"9.78E+12","https://www.nytimes.com/2013/06/23/books/review/joyland-by-stephen-king.html","7/7/13",NA,"by Stephen King","JOYLAND",NA,3
"Broad Reach Publishing",0,NA,"Hugh Howey","None",0,"A00B0071XO8RA",NA,"6/9/13",NA,"by Hugh Howey","WOOL OMNIBUS EDITION",NA,3
"Tor/Tom Doherty Associates",0,NA,"Robert Jordan and Brandon Sanderson","1429997176",0,"9.78143E+12",NA,"4/28/13",NA,"by Robert Jordan and Brandon Sanderson","A MEMORY OF LIGHT",NA,3
"Simon & Schuster",0,NA,"Kyra Davis","1476711100",0,"9.78148E+12",NA,"4/21/13",NA,"by Kyra Davis","THE STRANGER",NA,3
"Harlequin",0,NA,"Susan Mallery","None",0,"9.78146E+12",NA,"4/14/13",NA,"by Susan Mallery","THREE SISTERS",NA,3
"Grand Central Publishing",0,NA,"Sandra Brown","1455546348",0,"9.78146E+12",NA,"3/31/13",NA,"by Sandra Brown","MIRROR IMAGE",NA,3
"Abbi Glines",0,NA,"Abbi Glines","None",0,"A00B00AOTGI08",NA,"3/31/13",NA,"by Abbi Glines","FALLEN TOO FAR",NA,3
"Penguin Group",0,NA,"J D Robb","None",0,"9.7811E+12",NA,"3/31/13",NA,"by J. D. Robb","CALCULATED IN DEATH",NA,3
"Elisabeth Naughton",0,NA,"Elisabeth Naughton","985671955",0,"9.78099E+12",NA,"3/17/13",NA,"by Elisabeth Naughton","WAIT FOR ME",NA,3
"Grand Central Publishing",0,NA,"Brad Meltzer","None",0,"9.78045E+12",NA,"2/17/13",NA,"by Brad Meltzer","THE FIFTH ASSASSIN",NA,3
"Penguin Group",0,NA,"John Sandford","None",0,"9.7811E+12",NA,"11/4/12",NA,"by John Sandford","MAD RIVER",NA,3
"Penguin Group",0,NA,"Deborah Harkness",NA,0,"9.7811E+12",NA,"8/12/12",NA,"by Deborah Harkness","SHADOW OF NIGHT",NA,3
"Penguin Group",0,NA,"J D Robb","None",0,"9.7811E+12",NA,"3/25/12",NA,"by J. D. Robb","CELEBRITY IN DEATH",NA,3
"Penguin Group",0,NA,"Lisa Gardner",NA,0,"9.7811E+12",NA,"3/11/12",NA,"by Lisa Gardner","CATCH ME",NA,3
"Little, Brown & Company",0,NA,"Michael Connelly","None",0,"9.78032E+12",NA,"10/30/11",NA,"by Michael Connelly","SUICIDE RUN",NA,3
"Penguin Group",0,NA,"Stuart Woods","None",0,"9.7811E+12",NA,"2/27/11",NA,"by Stuart Woods","STRATEGIC MOVES",NA,3
"Delacorte",0,NA,"Danielle Steel","1101884037",0,"9.7811E+12",NA,"6/9/18",NA,"by Danielle Steel","THE CAST",NA,2
"Morrow",0,NA,"Dorothea Benton Frank","62390821",0,"9.78006E+12",NA,"6/9/18",NA,"by Dorothea Benton Frank","BY INVITATION ONLY",NA,2
"Zebra",0,NA,"Lisa Jackson and Nancy Bush","1420136135",0,"9.78142E+12",NA,"5/20/18",NA,"by Lisa Jackson and Nancy Bush","ONE LAST BREATH",NA,2
"Putnam",0,NA,"Stuart Woods","073521722X",0,"9.78074E+12",NA,"5/6/18",NA,"by Stuart Woods","SHOOT FIRST",NA,2
"Putnam",0,NA,"CJ Box","399176624",0,"9.7804E+12",NA,"4/22/18",NA,"by C.J. Box","THE DISAPPEARED",NA,2
"Delacorte",0,NA,"Danielle Steel","1101884096",0,"9.7811E+12",NA,"4/15/18",NA,"by Danielle Steel","ACCIDENTAL HEROES",NA,2
"Putnam",0,NA,"Clive Cussler and Graham Brown","735215537",0,"9.78074E+12",NA,"4/8/18",NA,"by Clive Cussler and Graham Brown","THE RISING SEA",NA,2
"Ballantine",0,NA,"Jonathan Kellerman","345541472",0,"9.78035E+12",NA,"3/11/18",NA,"by Jonathan Kellerman","NIGHT MOVES",NA,2
"Delacorte",0,NA,"Danielle Steel","1101884002",0,"9.7811E+12",NA,"2/18/18",NA,"by Danielle Steel","FALL FROM GRACE",NA,2
"Berkley",0,NA,"Christine Feehan","451488512",0,"9.78045E+12",NA,"2/18/18",NA,"by Christine Feehan","JUDGMENT ROAD",NA,2
"Grand Central",0,NA,"Douglas Preston and Lincoln Child","145553692X",0,"9.78146E+12",NA,"2/11/18",NA,"by Douglas Preston and Lincoln Child","CITY OF ENDLESS NIGHT",NA,2
"Morrow",0,NA,"Karin Slaughter","62430262",0,"9.78006E+12",NA,"1/14/18",NA,"by Karin Slaughter","THE GOOD DAUGHTER",NA,2
"Bantam",0,NA,"Dean Koontz","345546784",0,"9.78035E+12",NA,"12/3/17",NA,"by Dean Koontz","THE SILENT CORNER",NA,2
"Putnam",0,NA,"Clive Cussler and Boyd Morrison","039957557X",0,"9.7804E+12",NA,"12/3/17",NA,"by Clive Cussler and Boyd Morrison","TYPHOON FURY",NA,2
"Simon & Schuster",0,NA,"Mary Higgins Clark and Alafair Burke","150117164X",0,"9.7815E+12",NA,"12/3/17",NA,"by Mary Higgins Clark and Alafair Burke","EVERY BREATH YOU TAKE",NA,2
"Berkley",0,NA,"Christine Feehan","399583971",0,"9.7804E+12",NA,"11/19/17",NA,"by Christine Feehan","LEOPARD'S BLOOD",NA,2
"Knopf",0,NA,"Tom Hanks","1101946156",0,"9.7811E+12",NA,"11/19/17",NA,"by Tom Hanks","UNCOMMON TYPE",NA,2
"Delacorte",0,NA,"Danielle Steel","1101884061",0,"9.7811E+12",NA,"11/5/17",NA,"by Danielle Steel","FAIRYTALE",NA,2
"Minotaur",0,NA,"Louise Penny","1250066190",0,"9.78125E+12",NA,"9/24/17",NA,"by Louise Penny","GLASS HOUSES",NA,2
"Delacorte",0,NA,"Danielle Steel","345531086",0,"9.78035E+12",NA,"7/23/17",NA,"by Danielle Steel","THE DUCHESS",NA,2
"Putnam",0,NA,"Mike Maden","735215863",0,"9.78074E+12",NA,"7/9/17",NA,"by Mike Maden","TOM CLANCY: POINT OF CONTACT",NA,2
"Morrow",0,NA,"Dorothea Benton Frank","62390783",0,"9.78006E+12",NA,"6/11/17",NA,"by Dorothea Benton Frank","SAME BEACH, NEXT YEAR",NA,2
"Delacorte",0,NA,"Danielle Steel","110188391X",0,"9.7811E+12",NA,"5/28/17",NA,"by Danielle Steel","AGAINST ALL ODDS",NA,2
"St. Martin's",0,NA,"Lisa Scottoline","1250099587",0,"9.78125E+12",NA,"5/7/17",NA,"by Lisa Scottoline","ONE PERFECT LIE",NA,2
"HQN",0,NA,"Linda Lael Miller","037378970X",0,"9.78037E+12",NA,"4/16/17",NA,"by Linda Lael Miller","FOREVER A HERO",NA,2
"Putnam",0,NA,"C J Box","399176616",0,"9.7804E+12",NA,"4/16/17",NA,"by C. J. Box","VICIOUS CIRCLE",NA,2
"Delacorte",0,NA,"Danielle Steel","110188388X",0,"9.7811E+12",NA,"4/2/17",NA,"by Danielle Steel","DANGEROUS GAMES",NA,2
"Ballantine",0,NA,"Jonathan Kellerman","345541448",0,"9.78035E+12",NA,"3/12/17",NA,"by Jonathan Kellerman","HEARTBREAK HOTEL",NA,2
"Random House",0,"https://www.nytimes.com/2017/02/09/books/review/lincoln-in-the-bardo-george-saunders.html","George Saunders","812995341",0,"9.78081E+12",NA,"3/12/17",NA,"by George Saunders","LINCOLN IN THE BARDO",NA,2
"Putnam",0,NA,"Stuart Woods","None",0,"9.7804E+12",NA,"1/29/17",NA,"by Stuart Woods","BELOW THE BELT",NA,2
"St. Martin’s",0,NA,"B A Paris","1250121019",0,"9.78125E+12",NA,"12/18/16",NA,"by B. A. Paris","BEHIND CLOSED DOORS",NA,2
"Tijan",0,NA,"Tijan","None",0,"A00B01KSW4QJA",NA,"9/18/16",NA,"by Tijan","ANTI-STEPBROTHER",NA,2
"Ballantine",0,NA,"Tess Gerritsen","345543866",0,"9.78035E+12",NA,"8/7/16",NA,"by Tess Gerritsen","DIE AGAIN",NA,2
"Putnam",0,NA,"Grant Blackwood","399176802",0,"9.7804E+12",NA,"7/10/16",NA,"by Grant Blackwood","TOM CLANCY: DUTY AND HONOR",NA,2
"Little, Brown",0,NA,"James Patterson with Max DiLallo","316317128",0,"9.78032E+12",NA,"7/3/16",NA,"by James Patterson with Max DiLallo","ZOO 2",NA,2
"Ballantine",0,NA,"Justin Cronin","804177643",0,"9.7808E+12",NA,"6/19/16",NA,"by Justin Cronin","THE CITY OF MIRRORS",NA,2
"Lauren Blakely",0,NA,"Lauren Blakely","None",0,"A00B01F1476OC",NA,"5/29/16",NA,"by Lauren Blakely","MISTER O",NA,2
"Knopf",0,"https://www.nytimes.com/2016/05/08/books/review/t-c-boyle-reviews-richard-russos-everybodys-fool.html","Richard Russo","307270645",0,"9.78E+12",NA,"5/29/16",NA,"by Richard Russo","EVERYBODY'S FOOL",NA,2
"Minotaur",0,NA,"Steve Berry","1466862610",0,"9.78E+12",NA,"5/1/16",NA,"by Steve Berry","THE 14TH COLONY",NA,2
"Anchor",0,NA,"Lincoln Child","385531397",0,"9.78E+12",NA,"4/10/16",NA,"by Lincoln Child","THE THIRD GATE",NA,2
"Grand Central",0,NA,"Jeffery Deaver","1455536369",0,"9.78E+12",NA,"4/3/16",NA,"by Jeffery Deaver","THE STEEL KISS",NA,2
"St. Martin's",0,NA,"Lisa Scottoline","1466842040",0,"9.78E+12",NA,"3/20/16",NA,"by Lisa Scottoline","KEEP QUIET",NA,2
"Penelope Ward",0,NA,"Penelope Ward","1942215363",0,"9.78E+12",NA,"3/13/16",NA,"by Penelope Ward","ROOMHATE",NA,2
"Touchstone",0,NA,"J A Jance","None",0,"9.78E+12",NA,"2/7/16",NA,"by J. A. Jance","COLD BETRAYAL",NA,2
"Lucasbooks",0,NA,"Alan Dean Foster","1101965495",0,"9.78E+12",NA,"1/31/16",NA,"by Alan Dean Foster","THE FORCE AWAKENS",NA,2
"Mira",0,NA,"Mary Kubica","1460330196",0,"9.78E+12",NA,"12/20/15",NA,"by Mary Kubica","THE GOOD GIRL",NA,2
"Simon & Schuster",0,NA,"Mary Higgins Clark and Alafair Burke","1501108557",0,"9.78E+12",NA,"12/13/15",NA,"by Mary Higgins Clark and Alafair Burke","ALL DRESSED IN WHITE",NA,2
"Grand Central",0,NA,"Douglas Preston and Lincoln Child","1455525936",0,"9.78E+12",NA,"12/6/15",NA,"by Douglas Preston and Lincoln Child","CRIMSON SHORE",NA,2
"Putnam",0,NA,"J D Robb","None",0,"9.78E+12",NA,"10/11/15",NA,"by J. D. Robb","DEVOTED IN DEATH",NA,2
"EverAfter Romance",0,NA,"Alessandra Torre","None",0,"9.78E+12",NA,"10/4/15",NA,"by Alessandra Torre","HOLLYWOOD DIRT",NA,2
"Del Rey",0,NA,"Chuck Wendig","034551162X",0,"9.78E+12",NA,"9/27/15",NA,"by Chuck Wendig","STAR WARS: AFTERMATH",NA,2
"Farrar, Straus & Giroux",0,NA,"Jonathan Franzen","374239215",0,"9.78E+12","https://www.nytimes.com/2015/08/30/books/review/jonathan-franzen-purity-review.html","9/27/15",NA,"by Jonathan Franzen","PURITY",NA,2
"Mira",0,NA,"Ron Carr","1460382072",0,"9.78E+12",NA,"7/26/15",NA,"by Robyn Carr","A NEW HOPE",NA,2
"Putnam",0,NA,"Grant Blackwood","None",0,"9.78E+12",NA,"7/12/15",NA,"by Grant Blackwood","TOM CLANCY UNDER FIRE",NA,2
"CreateSpace",0,NA,"Jamie McGuire","None",0,"A00B00WFGUQ4W",NA,"6/21/15",NA,"by Jamie McGuire","BEAUTIFUL SACRIFICE",NA,2
